,Appearance Number,Date,GSAx,Goalie,Team,Color
1,2,2023-11-01,2.1313675440861677,IVAN PROSVETOV,COL,#236192
2,3,2023-11-09,0.9890650143124717,IVAN PROSVETOV,COL,#236192
3,4,2023-11-11,1.2796822887398376,IVAN PROSVETOV,COL,#236192
4,5,2023-11-25,2.6484370978012994,IVAN PROSVETOV,COL,#236192
5,6,2023-12-02,3.836031390575631,IVAN PROSVETOV,COL,#236192
6,7,2023-12-09,4.259183463220619,IVAN PROSVETOV,COL,#236192
7,8,2023-12-11,5.2417269783055165,IVAN PROSVETOV,COL,#236192
8,9,2023-12-13,7.0069495312711805,IVAN PROSVETOV,COL,#236192
9,10,2023-12-16,4.506902629170401,IVAN PROSVETOV,COL,#236192
0,1,2023-10-19,-1.6302639810076358,LAURENT BROSSOIT,WPG,#004C97
1,2,2023-10-28,-2.160738209858255,LAURENT BROSSOIT,WPG,#004C97
2,3,2023-11-09,-2.494280266330464,LAURENT BROSSOIT,WPG,#004C97
3,4,2023-11-18,-3.1804640279682603,LAURENT BROSSOIT,WPG,#004C97
4,5,2023-11-26,-3.619609645165427,LAURENT BROSSOIT,WPG,#004C97
5,6,2023-12-04,0.005011922204642527,LAURENT BROSSOIT,WPG,#004C97
6,7,2023-12-12,2.1223393720543364,LAURENT BROSSOIT,WPG,#004C97
7,8,2023-12-20,3.4486347571121496,LAURENT BROSSOIT,WPG,#004C97
0,1,2023-10-24,1.8187723241100122,ANTHONY STOLARZ,FLA,#B9975B
1,2,2023-11-04,-0.1985371160207352,ANTHONY STOLARZ,FLA,#B9975B
2,3,2023-11-14,-0.2997144991948102,ANTHONY STOLARZ,FLA,#B9975B
3,4,2023-11-17,1.7458729922626732,ANTHONY STOLARZ,FLA,#B9975B
4,5,2023-11-28,4.411632490127418,ANTHONY STOLARZ,FLA,#B9975B
5,6,2023-12-02,2.8398833052100128,ANTHONY STOLARZ,FLA,#B9975B
6,7,2023-12-10,3.365760186577621,ANTHONY STOLARZ,FLA,#B9975B
7,8,2023-12-14,3.546605134898196,ANTHONY STOLARZ,FLA,#B9975B
8,9,2023-12-18,3.729638228388169,ANTHONY STOLARZ,FLA,#B9975B
0,1,2023-11-17,0.10241295459019462,ALEX LYON,DET,#CE1126
1,2,2023-11-22,1.5833799423525343,ALEX LYON,DET,#CE1126
2,3,2023-11-26,3.047813975505,ALEX LYON,DET,#CE1126
3,4,2023-11-30,5.0905266678962775,ALEX LYON,DET,#CE1126
4,5,2023-12-05,4.40632302384355,ALEX LYON,DET,#CE1126
5,6,2023-12-09,3.1014806454663875,ALEX LYON,DET,#CE1126
6,7,2023-12-16,3.0250497194004633,ALEX LYON,DET,#CE1126
0,1,2023-10-14,-2.825670302081949,PHEONIX COPLEY,L.A,#572A84
1,2,2023-10-24,-2.4670883042252445,PHEONIX COPLEY,L.A,#572A84
2,3,2023-10-27,-5.113083079293557,PHEONIX COPLEY,L.A,#572A84
3,4,2023-11-09,-6.538521738229564,PHEONIX COPLEY,L.A,#572A84
4,5,2023-11-20,-3.2446010067614157,PHEONIX COPLEY,L.A,#572A84
5,6,2023-11-25,-1.393915924116782,PHEONIX COPLEY,L.A,#572A84
6,7,2023-12-05,-1.871884061259677,PHEONIX COPLEY,L.A,#572A84
7,8,2023-12-10,-2.887745173115598,PHEONIX COPLEY,L.A,#572A84
0,1,2023-10-21,1.4749548269735864,ERIC COMRIE,BUF,#003087
1,2,2023-10-23,2.6123767152412403,ERIC COMRIE,BUF,#003087
2,3,2023-10-27,2.5169902630012095,ERIC COMRIE,BUF,#003087
3,4,2023-11-17,1.8589441952078283,ERIC COMRIE,BUF,#003087
4,5,2023-11-25,-0.38320612781384567,ERIC COMRIE,BUF,#003087
5,6,2023-12-02,-2.4293058544759325,ERIC COMRIE,BUF,#003087
6,7,2023-12-05,-2.8851008873201605,ERIC COMRIE,BUF,#003087
0,1,2023-12-07,0.20935043920143248,MARTIN JONES,TOR,#00205B
1,2,2023-12-12,1.445101677838972,MARTIN JONES,TOR,#00205B
2,3,2023-12-16,5.004870288015304,MARTIN JONES,TOR,#00205B
3,4,2023-12-19,3.2908888087286807,MARTIN JONES,TOR,#00205B
4,5,2023-12-21,1.0249967830376616,MARTIN JONES,TOR,#00205B
5,6,2023-12-23,5.444532087264628,MARTIN JONES,TOR,#00205B
0,1,2023-10-11,0.3011584520257946,FREDERIK ANDERSEN,CAR,#CE1126
1,2,2023-10-14,-0.8832191057005376,FREDERIK ANDERSEN,CAR,#CE1126
2,3,2023-10-17,-1.7410469209556902,FREDERIK ANDERSEN,CAR,#CE1126
3,4,2023-10-26,-1.5435510849256446,FREDERIK ANDERSEN,CAR,#CE1126
4,5,2023-10-30,0.7558281362854884,FREDERIK ANDERSEN,CAR,#CE1126
5,6,2023-11-02,0.9273030916664142,FREDERIK ANDERSEN,CAR,#CE1126
0,1,2023-10-11,-1.2017597326042204,JACK CAMPBELL,EDM,#FF4C00
1,2,2023-10-17,1.267844207249944,JACK CAMPBELL,EDM,#FF4C00
2,3,2023-10-19,0.39701735504684477,JACK CAMPBELL,EDM,#FF4C00
3,4,2023-10-24,-1.6112321516214316,JACK CAMPBELL,EDM,#FF4C00
4,5,2023-11-04,-3.487599140956281,JACK CAMPBELL,EDM,#FF4C00
0,1,2023-11-11,-1.2145731199223042,DUSTIN WOLF,CGY, #D2001C
1,2,2023-12-05,-1.0773711965225359,DUSTIN WOLF,CGY, #D2001C
2,3,2023-12-07,-1.4812871397030902,DUSTIN WOLF,CGY, #D2001C
3,4,2023-12-09,-1.7656028127256331,DUSTIN WOLF,CGY, #D2001C
4,5,2023-12-12,-4.068889913759839,DUSTIN WOLF,CGY, #D2001C
0,1,2023-11-20,-0.7548621694900932,CALVIN PICKARD,EDM,#FF4C00
1,2,2023-11-22,-0.3170194858343389,CALVIN PICKARD,EDM,#FF4C00
2,3,2023-12-10,1.8420927546674546,CALVIN PICKARD,EDM,#FF4C00
3,4,2023-12-16,-0.5279729941106004,CALVIN PICKARD,EDM,#FF4C00
4,5,2023-12-21,-1.2728876238504496,CALVIN PICKARD,EDM,#FF4C00
0,1,2023-12-10,-1.6803537623976474,JIRI PATERA,VGK,#B4975A
1,2,2023-12-19,-0.9455835595199287,JIRI PATERA,VGK,#B4975A
2,3,2023-12-21,-1.9055559754837863,JIRI PATERA,VGK,#B4975A
3,4,2023-12-23,-2.366371454258599,JIRI PATERA,VGK,#B4975A
0,1,2023-10-15,-1.2584059582259965,MATT TOMKINS,T.B,#002868
1,2,2023-11-02,-1.3008246851944603,MATT TOMKINS,T.B,#002868
2,3,2023-11-07,-1.1110151338734053,MATT TOMKINS,T.B,#002868
0,1,2023-12-16,-2.0438132671986864,DANIIL TARASOV,CBJ,#002654
1,2,2023-12-19,-2.8948115541813952,DANIIL TARASOV,CBJ,#002654
2,3,2023-12-23,-4.007406979426531,DANIIL TARASOV,CBJ,#002654
0,1,2023-12-08,3.254744034946051,JET GREAVES,CBJ,#002654
1,2,2023-12-10,4.614285965000394,JET GREAVES,CBJ,#002654
0,1,2023-10-25,-1.4935270562324474,HUNTER SHEPARD,WSH,#C8102E
1,2,2023-11-11,1.1562477439675818,HUNTER SHEPARD,WSH,#C8102E
0,1,2023-11-04,-2.8076953488180885,CALVIN PETERSEN,PHI,#F74902
1,2,2023-11-11,-1.2451967762740725,CALVIN PETERSEN,PHI,#F74902
0,1,2023-10-28,0.021514682521481365,MAGNUS HELLBERG,PIT,#FCB514
1,2,2023-11-07,0.9051666460923087,MAGNUS HELLBERG,PIT,#FCB514
2,3,2023-11-09,1.848968326066429,MAGNUS HELLBERG,PIT,#FCB514
0,1,2023-12-23,0.1501250635628293,MICHAEL HUTCHINSON,DET,#CE1126
0,1,2023-11-09,1.6435117321951633,LOUIS DOMINGUE,NYR,#0038A8
0,1,2023-12-19,1.517012697654323,DAVID RITTICH,L.A,#572A84
0,1,2023-11-04,-1.3060243377725227,MAGNUS CHRONA,S.J,#006D75
