,Date,Game_Id,Team,EV_xGF,EV_xGA,EV_GF,EV_GA,EV_TOI,5v5_xGF,5v5_xGA,5v5_GF,5v5_GA,5v5_TOI,ALL_xGF,ALL_xGA,ALL_GF,ALL_GA,ALL_TOI
126,2023-10-20,20063,CBJ,2.186483706445744,2.31274476654069,2,0,47.0,2.186483706445744,2.31274476654069,2,0,45.5,2.8568578247806635,3.3553254233562826,2,1,60.0
127,2023-10-20,20063,CGY,2.31274476654069,2.186483706445744,0,2,47.0,2.31274476654069,2.186483706445744,0,2,45.5,3.3553254233562826,2.8568578247806635,1,2,60.0
128,2023-10-21,20077,EDM,3.0945726646460576,1.6548795338186708,1,1,56.98333333333333,2.4209911904066908,1.0106538329036363,1,0,56.98333333333333,3.691672332452944,2.6359030320623646,2,3,63.88333333333333
129,2023-10-21,20077,WPG,1.6548795338186708,3.0945726646460576,1,1,56.98333333333333,1.0106538329036363,2.4209911904066908,0,1,56.98333333333333,2.6359030320623646,3.691672332452944,3,2,63.88333333333333
130,2023-10-21,20079,L.A,2.374219094877752,1.3093300619752886,1,3,52.0,2.3614654729072893,1.3093300619752886,1,3,52.0,4.527711223846204,1.558605599185665,2,4,60.0
131,2023-10-21,20079,BOS,1.3093300619752886,2.374219094877752,3,1,52.0,1.3093300619752886,2.3614654729072893,3,1,52.0,1.558605599185665,4.527711223846204,4,2,60.0
132,2023-10-21,20072,DAL,2.3163275870733804,2.022245888578328,5,1,50.35,2.108899032673427,1.990475740186372,4,1,46.78333333333333,2.3163275870733804,2.7613080973282544,5,4,62.21666666666667
133,2023-10-21,20072,PHI,2.022245888578328,2.3163275870733804,1,5,50.35,1.990475740186372,2.108899032673427,1,4,46.78333333333333,2.7613080973282544,2.3163275870733804,4,5,62.21666666666667
134,2023-10-21,20073,MIN,1.4205183869969185,3.884338745999323,4,4,47.7,1.3639871924759808,3.5193901826269425,4,3,47.66666666666666,2.2656023991163954,5.178472490772705,4,5,63.11666666666667
135,2023-10-21,20073,CBJ,3.884338745999323,1.4205183869969185,4,4,47.7,3.5193901826269425,1.3639871924759808,3,4,47.66666666666666,5.178472490772705,2.2656023991163954,5,4,63.11666666666667
136,2023-10-21,20067,BUF,2.9236459221401674,1.6026778895918976,3,1,53.7,2.9236459221401674,1.6026778895918976,3,1,48.66666666666666,3.433167980742723,2.474954826973586,3,1,60.0
137,2023-10-21,20067,NYI,1.6026778895918976,2.9236459221401674,1,3,53.7,1.6026778895918976,2.9236459221401674,1,3,48.66666666666666,2.474954826973586,3.433167980742723,1,3,60.0
138,2023-10-21,20069,MTL,2.5242701132130634,2.6862703598703788,2,1,49.016666666666666,2.475964958293841,2.5137258043259134,1,1,47.3,3.6808761138304766,5.189183321408012,3,2,60.78333333333333
139,2023-10-21,20069,WSH,2.6862703598703788,2.5242701132130634,1,2,49.016666666666666,2.5137258043259134,2.475964958293841,1,1,47.3,5.189183321408012,3.6808761138304766,2,3,60.78333333333333
